Миграционный центр;все;г. Орск;"ОП Филиала по Оренбургской области ФГУП ""ПВС"" МВД РФ ";г. Орск, ул. Суворова, д. 24;51.23586539999999;58.46997150000001; 8(3532) 44-78-15;"Пн-Чт с 9:00 до 18:00
Пт с 9:00 до 16:45
обед с 13:00 до 13:45
Выходной: Сб, Вс"
Миграционный центр;все;г. Бузулук;"ОП Филиала по Оренбургской области ФГУП ""ПВС"" МВД РФ ";г. Бузулук, ул. Октябрьская, д. 88;52.7919284;52.27027570000001; 8(3532) 44-78-15;"Пн-Чт с 9:00 до 18:00
Пт с 9:00 до 16:45
обед с 13:00 до 13:45
Выходной: Сб, Вс"
Миграционный центр;все;г. Пенза;"Филиал по Пензенской области ФГУП ""ПВС"" МВД РФ "; г. Пенза, ул. Герцена, д.29;53.2094734;45.00697359999999; 8(8412) 32-98-38;"Пн-Пт с 9:00 до 18:00
Сб с 9:00 до 16:45
обед с 13:00 до 13:45
Выходной: Вс"
Миграционный центр;все;г. Пенза;"ОП Филиала по Пензенской области ФГУП ""ПВС"" МВД РФ ";г.Пенза, ул. Кулакова, д.1;53.19728;45.001623; 8(8412) 32-98-38;"Пн-Пт с 9:00 до 18:00
Сб с 9:00 до 16:45
обед с 13:00 до 13:45
Выходной: Вс"
Миграционный центр;все;г. Пермь;"Филиал по Пермскому краю ФГУП ""ПВС"" МВД РФ ";г. Пермь, ул. Ленина, д. 11;58.0162371;56.2551352; 8(342) 212-68-43;"Пн-Чт с 9:00 до 18:00
Пт с 9:00 до 16:45
обед с 13:00 до 13:45
Выходной: Сб, Вс"
Миграционный центр;все;г. Пермь;"Филиал по Пермскому краю ФГУП ""ПВС"" МВД РФ ";г. Пермь, ул. Сибирская, д. 48/3;58.00311669999999;56.25828319999999; 8(342) 212-68-43;"Пн-Чт с 9:00 до 18:00
Пт с 9:00 до 16:45
обед с 13:00 до 13:45
Выходной: Сб, Вс"
Миграционный центр;все;г. Ростов-на-Дону;Филиал по Ростовской области ФГУП «ПВС» МВД РФ ;г. Ростов-на-Дону, ул. Таганрогская, 32;47.264782;39.676884;  8(863) 273-26-30;"Пн-Чт с 9:00 до 18:00
Пт с 9:00 до 16:45
обед с 13:00 до 13:45
Выходной: Сб, Вс"
Миграционный центр;все;г. Владикавказ;"Филиал по Республике Северная Осетия-Алания ФГУП ""ПВС"" МВД РФ "; г. Владикавказ, ул. Кирова, 21;43.0342204;44.6752141;  8(8672) 33-38-56;"Пн-Чт с 9:00 до 18:00
Пт с 9:00 до 16:45
обед с 13:00 до 13:45
Выходной: Сб, Вс"
Миграционный центр;все;г. Рязань;"Филиал по Рязанской области ФГУП ""ПВС"" МВД РФ "; г. Рязань, ул. 14-я Линия, д. 1-б/1, офис 12.;54.612632;39.690668;"  8(4912) 96-07-18
  8(4912) 96-07-19";"Пн-Чт с 9:00 до 18:00
Пт с 9:00 до 16:45
обед с 13:00 до 13:45
Выходной: Сб, Вс"
Миграционный центр;все;г. Саратов;"Филиал по Саратовской области ФГУП ""ПВС"" МВД РФ ";г. Саратов, ул. Вольская, д. 64;51.5367618;46.0274535;  8(8452) 27-88-37;"Пн-Чт с 9:00 до 18:00
Пт с 9:00 до 16:45
обед с 13:00 до 13:45
Выходной: Сб, Вс"
Миграционный центр;все;Саратовская область, Энгельсский район, поселок Пробуждение;"ОП Филиала по Саратовской области ФГУП ""ПВС"" МВД РФ ";Саратовская область, Энгельсский район, поселок Пробуждение, стр. 5;51.4301653;46.1531404;  8(8452) 27-88-37;"Пн-Чт с 9:00 до 18:00
Пт с 9:00 до 16:45
обед с 13:00 до 13:45
Выходной: Сб, Вс"
Миграционный центр;все;г. Екатеринбург;"Филиал по Свердловской области ФГУП ""ПВС"" МВД РФ "; г. Екатеринбург, ул. Сулимова, д.46 (2 этаж);56.8627117;60.6339929; 8(343) 346-30-06;"Пн-Чт с 9:00 до 18:00
Пт с 9:00 до 16:45
обед с 13:00 до 13:45
Выходной: Сб, Вс"
Миграционный центр;все;г. Смоленск;"Филиал по Смоленской области ФГУП ""ПВС"" МВД РФ ";г. Смоленск, ул. Тенишевой, д.32;54.7704568;32.0583057;" 8(4812) 65-76-21
 8(4812) 33-97-83";"Пн-Чт с 9:00 до 18:00
Пт с 9:00 до 16:45
обед с 13:00 до 13:45
Выходной: Сб, Вс"
Миграционный центр;все;г. Вязьма;"ОП Филиала по Смоленской области ФГУП ""ПВС"" МВД РФ ";г. Вязьма, проезд 25 октября, д.13, офис 3;55.205438;34.29933;" 8(4812) 65-76-21
 8(4812) 33-97-83";"Пн-Чт с 9:00 до 18:00
Пт с 9:00 до 16:45
обед с 13:00 до 13:45
Выходной: Сб, Вс"
Миграционный центр;все; г. Тамбов;"Филиал по Тамбовской области ФГУП ""ПВС""  МВД РФ "; г. Тамбов, улица Маяковского, д. 3, пом.5, офис 203 (вход с торца здания);52.7433637;41.4325274;" 8(4752) 53-04-91
 8(4752) 53-07-01";"Пн-Чт с 9:00 до 18:00
Пт с 9:00 до 16:45
обед с 13:00 до 13:45
Выходной: Сб, Вс"
Миграционный центр;все;г. Казань;"Филиал по Республике Татарстан ФГУП ""ПВС"" МВД РФ"; г. Казань, ул. Лейтенанта Шмидта, д.1, литер «В»;55.790293;49.148067;" 8(843) 212-01-28
 8(843) 212-01-29";"Пн-Пт с 09:00 до 17:00
обед с 13:00 до 14:00
Выходной: Сб, Вс"
Миграционный центр;все;г. Казань;"ОП Филиала по Республике Татарстан ФГУП ""ПВС"" МВД РФ"; г. Казань, ул. Волгоградская, д.50;55.831183;49.1044199;" 8(843) 212-01-28
 8(843) 212-01-29";"Пн-Пт с 09:00 до 17:00
обед с 13:00 до 14:00
Выходной: Сб, Вс"
Миграционный центр;все;г.Тверь;"Филиал по Тверской области ФГУП ""ПВС"" МВД РФ ";г.Тверь, ул. Склизкова, д.21, каб.52.;56.840618;35.9155018; 8(909) 267-31-26;"Пн-Чт с 9:00 до 18:00
Пт с 9:00 до 16:45
обед с 13:00 до 13:45
Выходной: Сб, Вс"
Миграционный центр;все;г.Тверь;"ОП Филиала по Тверской области ФГУП ""ПВС"" МВД РФ ";г.Тверь, ул. Грибоедова, д.34/68, корпус 1.;56.880935;35.90408499999999; 8(909) 267-31-26;"Пн-Чт с 9:00 до 18:00
Пт с 9:00 до 16:45
обед с 13:00 до 13:45
Выходной: Сб, Вс"
Миграционный центр;все;г. Томск;"Филиал по Томской области ФГУП ""ПВС"" МВД РФ "; г. Томск, ул. Иркутский тракт д. 15, стр. 2;56.50129399999999;85.00828399999999; 8(3822) 91-04-44;"Пн-Чт с 9:00 до 18:00
Пт с 9:00 до 16:45
обед с 13:00 до 13:45
Выходной: Сб, Вс"
Миграционный центр;все; г. Тула;"Филиал по Тульской области ФГУП ""ПВС"" МВД РФ "; г. Тула, ул. Мира, д. 54а;54.17013;37.586444;" 8(4872) 33-40-59
 8(4872) 21-64-58";"Пн-Чт с 9:00 до 18:00
Пт с 9:00 до 16:45
обед с 13:00 до 13:45
Выходной: Сб, Вс"
Миграционный центр;все; г. Тула;"ОП Филиала по Тульской области ФГУП ""ПВС"" МВД РФ ";г. Тула, ул. Рязанская, д. 5Е;54.1639831;37.6208541;" 8(4872) 33-40-59
 8(4872) 21-64-58";"Пн-Чт с 9:00 до 18:00
Пт с 9:00 до 16:45
обед с 13:00 до 13:45
Выходной: Сб, Вс"
Миграционный центр;все;г.Тюмень;"Филиал по Тюменской области ФГУП ""ПВС"" МВД РФ ";" г.Тюмень, ул. 50 лет Октября, д.200 ""Б"" корп.2";57.12143589999999;65.62159; 8(3452) 57-99-89;"Пн-Чт с 9:00 до 18:00
Пт с 9:00 до 16:45
обед с 13:00 до 13:45
Выходной: Сб, Вс"
Миграционный центр;все;г.Тобольск;"Филиал по Тюменской области ФГУП ""ПВС"" МВД РФ ";г.Тобольск, ул. Семена Ремезова, д.49 в, стр.1, лит. А, помещение № 31;58.210978;68.2661399; 8(3452) 57-90-93;"Пн-Чт с 9:00 до 18:00
Пт с 9:00 до 16:45
обед с 13:00 до 13:45
Выходной: Сб, Вс"
Миграционный центр;все; г. Ижевск;"Филиал по Удмуртской республике ФГУП ""ПВС"" МВД РФ "; г. Ижевск, ул. Воткинское шоссе, д. 11.;56.8884826;53.2306791;" 8(3412) 57 22 88
 8(3412) 24 43 63";"Пн-Чт с 9:00 до 18:00
Пт с 9:00 до 16:45
обед с 13:00 до 13:45
Выходной: Сб, Вс"
Миграционный центр;все; г. Ижевск;"ОП Филиала по Удмуртской республике ФГУП ""ПВС"" МВД РФ ";г. Ижевск, ул. Ленина, д. 34 оф. 9;56.8436259;53.2159138;" 8(3412) 57 22 88
 8(3412) 24 43 63";"Пн-Чт с 9:00 до 18:00
Пт с 9:00 до 16:45
обед с 13:00 до 13:45
Выходной: Сб, Вс"
Миграционный центр;все; г. Ижевск;"ОП Филиала по Удмуртской республике ФГУП ""ПВС"" МВД РФ ";г. Ижевск, ул. Ворошилова, д. 25.;56.8775193;53.2634412;" 8(3412) 57 22 88
 8(3412) 24 43 63";"Пн-Чт с 9:00 до 18:00
Пт с 9:00 до 16:45
обед с 13:00 до 13:45
Выходной: Сб, Вс"
Миграционный центр;все; г. Ульяновск;"Филиал по Ульяновской области ФГУП ""ПВС"" МВД РФ "; г. Ульяновск, Московское шоссе, дом 32, стр. 4;54.298542;48.2854079; 8(8422) 27-43-66;"Пн-Пт с 08:00 до 17:00
обед с 13:00 до 14:00
Выходной: Сб, Вс"
Миграционный центр;все;г.Сургут;"Филиал по Ханты-Мансийскому автономному округу - Югре  ФГУП ""ПВС"" МВД РФ ";г.Сургут, ул. Профсоюзов д.45;61.26474839999999;73.4195944;  8(3462)94-22-53;"Пн с 09:00 до 18:00
Вт-Чт с 9:00 до 17:00
Пт с 09:00 до 15:45
Перерыв на обед: с 13:00 до 13:45
Выходной: Сб, Вс
"
Миграционный центр;все;г.Сургут;"ОП Филиала по Ханты-Мансийскому автономному округу - Югре  ФГУП ""ПВС"" МВД РФ ";г. Сургут, ул. Энергостроителей, д. 3;61.27667159999999;73.4877156;  8(3462)94-22-53;"Пн с 09:00 до 18:00
Вт-Чт с 9:00 до 17:00
Пт с 09:00 до 15:45
Перерыв на обед: с 13:00 до 13:45
Выходной: Сб, Вс
"
Миграционный центр;все; г.Ханты-Мансийск;"ОП Филиала по Ханты-Мансийскому автономному округу - Югре  ФГУП ""ПВС"" МВД РФ "; г.Ханты-Мансийск, ул.Объездная д.25;60.9692819;69.0289236;  8(3462)94-22-53;"Пн с 09:00 до 18:00
Вт-Чт с 9:00 до 17:00
Пт с 09:00 до 15:45
Перерыв на обед: с 13:00 до 13:45
Выходной: Сб, Вс
"
Миграционный центр;все; г. Нижневартовск;"ОП Филиала по Ханты-Мансийскому автономному округу - Югре  ФГУП ""ПВС"" МВД РФ "; г. Нижневартовск, ул. Индустриальная, д. 55;60.943423;76.5297908;  8(3462)94-22-53;"Пн с 09:00 до 18:00
Вт-Чт с 9:00 до 17:00
Пт с 09:00 до 15:45
Перерыв на обед: с 13:00 до 13:45
Выходной: Сб, Вс
"
Миграционный центр;все;г. Челябинск;"Филиал по Челябинской области ФГУП ""ПВС"" МВД РФ "; г. Челябинск, ул. 40 лет Октября, д. 31;55.2197697;61.71334959999999;" 8(909) 087-04-51
 8(909) 087-04-63";"Пн-Чт с 9:00 до 18:00
Пт с 9:00 до 16:45
обед с 13:00 до 13:45
Выходной: Сб, Вс"
Миграционный центр;все; г. Чебоксары;"Филиал по Чувашской Республике ФГУП ""ПВС"" МВД РФ "; г. Чебоксары, ул. К. Маркса, д. 37А;56.137736;47.249901;" 8(8352) 22-85-24
 8(8352) 22-85-09";"Пн-Чт с 9:00 до 18:00
Пт с 9:00 до 16:45
обед с 13:00 до 13:45
Выходной: Сб, Вс"
Миграционный центр;все;г. Новый Уренгой;"Филиал по Ямало-Ненецкому автономному округу ФГУП ""ПВС"" МВД РФ "; г. Новый Уренгой, ул. Индустриальная, д. 4 А;66.0915315;76.6827095;8(34922) 3-50-76;"Пн-Чт с 9:00 до 18:00
Пт с 9:00 до 16:45
обед с 13:00 до 13:45
Выходной: Сб, Вс"
Миграционный центр;все;г. Ярославль;"Филиал по Ярославской области ФГУП ""ПВС"" МВД РФ ";г. Ярославль, ул. Победы, д. 51, корп. 3;57.623264;39.868878; 8(920) 122-96-92;"Пн-Чт с 9:00 до 18:00
Пт с 9:00 до 16:45
обед с 13:00 до 13:45
Выходной: Сб, Вс"
Миграционный центр;все;г. Ярославль;"ОП Филиала по Ярославской области ФГУП ""ПВС"" МВД РФ "; г. Ярославль, ул. Полушкина роща, д. 16, стр. 52;57.6635498;39.8474756; 8(920) 122-96-92;"Пн-Чт с 9:00 до 18:00
Пт с 9:00 до 16:45
обед с 13:00 до 13:45
Выходной: Сб, Вс"
